# (c) Die Bundeswahlleiterin (im Auftrag der Herausgebergemeinschaft), Wiesbaden 2025
# Bundestagswahl 2025, Zweitstimmen nach Gemeinden (Wahlbezirksstatistik, gemeinsam ausgezählte Briefwahl anteilig verteilt, geschätzt)
Gemeindeschlüssel;Gemeinde;Wahlberechtigte;Wählende;Gültige · Zweitstimmen;CDU · Zweitstimmen;CSU · Zweitstimmen;SPD · Zweitstimmen;AfD · Zweitstimmen;GRÜNE · Zweitstimmen;FDP · Zweitstimmen;Die Linke · Zweitstimmen;BSW · Zweitstimmen;FREIE WÄHLER · Zweitstimmen;Übrige · Zweitstimmen;Briefwahl;Auszählungseinheit;Enthält
01053060;Kasseburg;488;445,6;442,5;134,7;0;78,9;95,8;46;29,9;23,3;16,7;2,2;15;anteilig geschätzt;Amt Schwarzenbek-Land;
01053061;Kastorf;959;828,7;824,3;226,6;0;152,4;174,2;99,8;54,2;49,2;27;5,3;35,6;anteilig geschätzt;Amt Berkenthin;
01053062;Kittlitz;217;189;185,9;53,2;0;23,5;47,8;14,3;14,3;13,8;9,7;2,7;6,6;anteilig geschätzt;Amt Lauenburgische Seen;
01053064;Klein Pampau;527;453,1;453;123,7;0;82,2;99,2;56,4;25,8;23,8;13,7;7,4;20,8;anteilig geschätzt;Amt Büchen;
01053066;Klein Zecher;199;175,2;173,1;52,9;0;33,9;27,4;28,6;6,1;11,5;2,5;1,6;8,6;anteilig geschätzt;Amt Lauenburgische Seen;
01053067;Klempau;509;461,9;459,6;132;0;85,8;74,4;69,2;23,5;33,3;16,9;4,7;19,8;anteilig geschätzt;Amt Berkenthin;
01053068;Klinkrade;471;415,5;413,3;97,1;0;73,8;85,7;65,8;24;25,3;15,1;3,1;23,4;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053069;Koberg;646;568,7;565,4;164,7;0;96,7;136,6;59,8;29,1;38,5;15,1;6,6;18,3;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053070;Köthel;246;213,1;211;65,3;0;36,9;29,2;34,2;7,8;19,2;7,3;1,7;9,4;anteilig geschätzt;Amt Schwarzenbek-Land;
01053071;Kollow;491;436,2;433;135,9;0;80,1;51,6;85,1;23,1;21,6;7;8,2;20,4;anteilig geschätzt;Amt Schwarzenbek-Land;
01053072;Kröppelshagen-Fahrendorf;987;888;885,4;305,3;0;151,9;140,5;119,5;62,9;48,7;23,5;6,6;26,5;anteilig geschätzt;Amt Hohe Elbgeest;
01053073;Krüzen;280;249,2;248,2;69,4;0;32,8;71,4;18,6;13,3;13,9;16,9;5,9;6;anteilig geschätzt;Amt Lütau;
01053074;Krukow;128;122,8;122,8;41;0;14,6;28,2;23,6;1,7;4,9;3,6;2,3;2,9;anteilig geschätzt;Amt Lütau;
01053075;Krummesse;1341;1220,6;1214,9;359,9;0;235,8;161,9;214,2;49,8;75,9;38,1;10,9;68,4;anteilig geschätzt;Amt Berkenthin;
01053076;Kuddewörde;1185;1068,6;1066;349,5;0;195;164,7;152,6;71,9;61,7;33,5;8,9;28,2;anteilig geschätzt;Amt Schwarzenbek-Land;
01053077;Kühsen;286;241,8;239,7;70,4;0;44,5;52,2;26,5;16,5;15,7;6,3;3,7;3,9;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053078;Kulpin;165;147,9;146,8;37,2;0;24,7;26,8;26,8;10,3;10,6;2;1,4;7;anteilig geschätzt;Amt Lauenburgische Seen;
01053079;Labenz;737;666,8;665,4;177,4;0;117,4;137,7;85,5;39,1;50,7;30,7;8,9;18;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053080;Langenlehsten;120;103,7;103,7;32,7;0;14,7;23,6;11,4;3,8;6,3;5;0,3;5,9;anteilig geschätzt;Amt Büchen;
01053081;Lankau;371;320,4;320,2;95,4;0;44,9;63,8;38;27,1;21,4;11,1;2,1;16,4;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053082;Lanze;237;198,2;197,2;58,4;0;32,8;57,4;14,6;11,3;10,9;3,9;1,9;6;anteilig geschätzt;Amt Lütau;
01053083;Lauenburg/ Elbe, Stadt;8388;6315;6270;1504;0;1279;1531;522;238;599;284;81;232;eigene Auszählung;;
01053084;Lehmrade;497;423,5;419,3;124,3;0;55,5;110,4;38,4;27,9;22,4;23,7;5,3;11,4;anteilig geschätzt;Amt Breitenfelde;
01053085;Linau;953;842,4;840,9;314,3;0;133,9;145,3;85;49,8;42,4;32,5;10,4;27,3;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053086;Lüchow;228;207,7;206,7;62,1;0;29;59,2;18;8,5;8,6;12,7;0,4;8,2;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053087;Lütau;532;460,6;454,6;141;0;72,6;91,3;54;25,3;26,1;20,6;3,3;20,4;anteilig geschätzt;Amt Lütau;
01053088;Mechow;108;105,4;105,4;37,1;0;17,9;18,4;15,4;4,7;7,8;1,5;2,2;0,4;anteilig geschätzt;Amt Lauenburgische Seen;
01053089;Möhnsen;418;365,4;363,2;126,1;0;51;75,6;35;16,1;18,8;14,7;3,8;22,1;anteilig geschätzt;Amt Schwarzenbek-Land;
01053090;Mölln, Stadt;14735;11509;11434;3057;0;2154;2267;1486;489;920;507;95;459;eigene Auszählung;;
01053091;Mühlenrade;156;143,6;143,6;37,7;0;27,6;38,4;10,6;10,1;10,9;3,4;1,4;3,5;anteilig geschätzt;Amt Schwarzenbek-Land;
01053092;Müssen;916;809,4;805,3;229,6;0;127,5;161,4;121,1;45,2;55,4;28,6;11,3;25,2;anteilig geschätzt;Amt Büchen;
01053093;Mustin;594;515;514,5;162,7;0;82;85;80,8;31;36,6;17,1;7,1;12,2;anteilig geschätzt;Amt Lauenburgische Seen;
01053094;Niendorf bei Berkenthin;153;134,5;133,5;43,1;0;21,6;32,2;13,9;7,3;5,4;5,1;1,2;3,7;anteilig geschätzt;Amt Berkenthin;
01053095;Niendorf/ Stecknitz;534;482,9;478,6;120,4;0;75;122,1;80,6;11,4;29,9;20,1;5,4;13,7;anteilig geschätzt;Amt Breitenfelde;
01053096;Nusse;867;741,5;738,1;188,5;0;118,5;163,6;103,7;63,5;44,1;30,8;5;20,4;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053097;Panten;543;451,8;448,6;119,6;0;79,3;94,8;64,3;26,8;28,1;16,4;3,3;16;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053098;Pogeez;400;362,5;361,3;118,2;0;56,5;63,6;62,8;18;12;17,9;4,2;8,1;anteilig geschätzt;Amt Lauenburgische Seen;
01053099;Poggensee;298;245,1;245;55,3;0;46,3;50,2;34,3;20,1;16,3;6,1;3,6;12,8;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053100;Ratzeburg, Stadt;11355;9160;9103;2530;0;1588;1747;1346;430;641;376;120;325;eigene Auszählung;;
01053101;Ritzerau;239;209,2;208,1;50,7;0;41;43,9;29;14;15,2;4;0,5;9,8;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053103;Rondeshagen;622;542,5;540,2;155,6;0;109,4;110,5;77,7;17,8;31;14,1;4,8;19,3;anteilig geschätzt;Amt Berkenthin;
01053104;Roseburg;443;399,2;398,1;115,3;0;68,3;70,2;56,5;24,1;35,7;12,8;5,1;10,1;anteilig geschätzt;Amt Büchen;
01053106;Sahms;333;291,1;291;109,3;0;45,9;42,2;36,2;21,8;18,2;9,3;1,7;6,4;anteilig geschätzt;Amt Schwarzenbek-Land;
01053107;Salem;500;445,3;440,8;129,5;0;75;83,2;71,5;17,6;30,2;16,9;6;10,9;anteilig geschätzt;Amt Lauenburgische Seen;
01053108;Sandesneben;1423;1253,6;1247,8;361;0;217,1;269,5;170,3;62,4;76,7;42,4;7,4;41;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053109;Schiphorst;554;472,4;470,1;165,8;0;63,9;92,5;57;30,4;30,9;13,3;4,7;11,6;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053110;Schmilau;496;429,1;426,8;153,2;0;61,1;78,1;44,8;25,6;30;13,1;7,7;13,2;anteilig geschätzt;Amt Lauenburgische Seen;Fredeburg
01053111;Schnakenbek;718;633,4;632,4;193,5;0;105,9;141,4;66,8;29,5;40;21,2;7,6;26,5;anteilig geschätzt;Amt Lütau;
01053112;Schönberg;1120;994,9;989,3;303,9;0;167,7;195,2;117,8;53,5;67,2;36,4;12,8;34,8;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053113;Schretstaken;419;378,3;377,1;102,6;0;77,6;75,4;45,9;18,4;18,7;22,4;8,1;8;anteilig geschätzt;Amt Breitenfelde;
01053114;Schürensöhlen;134;123,2;122,1;32;0;23,3;25,8;22,3;7;6;1,5;3,3;0,9;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053115;Schulendorf;374;344,9;343,8;122,3;0;52,8;66,3;48,8;17,6;18;8,3;2;7,7;anteilig geschätzt;Amt Büchen;
01053116;Schwarzenbek, Stadt;11819;9720;9678;2679;0;1848;1957;1196;459;741;386;98;314;eigene Auszählung;;
01053117;Seedorf;439;384,2;383,8;139,9;0;64;42,9;64,6;25,6;21,9;16,1;2,7;6,1;anteilig geschätzt;Amt Lauenburgische Seen;
01053118;Siebenbäumen;470;427,1;424,9;118,5;0;82,1;79,8;56,2;24,4;24,8;13,3;6,2;19,6;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053119;Siebeneichen;216;196;196;62,7;0;31,1;32,5;23,2;9,3;17,9;8,6;5,5;5,2;anteilig geschätzt;Amt Büchen;
01053120;Sierksrade;270;212,1;211;56;0;34,5;66,4;18,5;9,7;11,1;3,4;4,3;7,1;anteilig geschätzt;Amt Berkenthin;
01053121;Sirksfelde;266;221,4;219,3;55,2;0;38,1;42,2;39,2;8,8;13,9;8,9;1,5;11,5;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053122;Steinhorst;467;402,9;401,7;129;0;62,9;74,5;55;18,7;31;13,4;5,3;11,9;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053123;Sterley;732;618,8;613,4;182,4;0;111,1;119,8;82,1;25;43,4;21,4;10,8;17,4;anteilig geschätzt;Amt Lauenburgische Seen;
01053124;Stubben;321;284,2;283;70,9;0;47,9;61,3;31;21,2;22,5;10,6;2,9;14,7;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053125;Talkau;432;380,3;377,1;112,2;0;58,9;83,9;38,8;24,1;27,5;11,8;6,3;13,6;anteilig geschätzt;Amt Breitenfelde;
01053126;Tramm;299;266,4;263,4;88,1;0;37,2;46;30,7;13,6;24,5;11;2,6;9,7;anteilig geschätzt;Amt Büchen;
01053127;Walksfelde;176;162,5;162,4;44,9;0;25;41,1;16;10,8;10,9;6,9;2,5;4,3;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053128;Wangelau;170;153,9;152,9;40,2;0;28,6;39,1;21,8;7,3;3,6;6;1,5;4,8;anteilig geschätzt;Amt Lütau;
01053129;Wentorf bei Hamburg;10267;8924;8897;2746;0;1699;1129;1523;585;579;342;55;239;eigene Auszählung;;
01053130;Wentorf (Amt Sandesneben);600;518,5;514,2;131,9;0;97,2;106,4;72,3;19,4;42,9;12,8;7;24,3;anteilig geschätzt;Amt Sandesneben-Nusse (Gemeinden Wahlkreis 10);
01053131;Wiershop;156;136,8;135,7;45,1;0;20,3;27,1;15,4;11,1;7,7;1,8;2,3;4,9;anteilig geschätzt;Amt Hohe Elbgeest;
01053132;Witzeeze;763;619,2;617,1;200;0;100,4;140,7;59,7;21,4;39,6;24,4;17,6;13,3;anteilig geschätzt;Amt Büchen;
01053133;Wohltorf;1888;1707,2;1699,9;603,1;0;269,2;179,8;301,6;155,4;108,5;33,1;10,5;38,7;anteilig geschätzt;Amt Hohe Elbgeest;
01053134;Woltersdorf;273;237,3;235,2;70;0;31,6;61,1;22,1;16;13,1;10,4;2,6;8,3;anteilig geschätzt;Amt Breitenfelde;
01053135;Worth;136;125,4;125,3;60,1;0;17,9;21,3;9,9;3,5;7,2;2,6;0,2;2,6;anteilig geschätzt;Amt Hohe Elbgeest;
01053136;Ziethen;894;802,9;802,3;278,8;0;116,9;139,1;101,7;53,4;49,6;27,9;9,9;25;anteilig geschätzt;Amt Lauenburgische Seen;
01054001;Achtrup;1235;1047,3;1038,9;306;0;150;196;101,4;45,8;46,2;24,1;9,9;159,5;anteilig geschätzt;Amt Südtondern;
01054002;Ahrenshöft;440;388,8;387,7;131,9;0;62,1;62,1;47,4;15;27,1;9,1;2;31;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054003;Ahrenviöl;437;373,1;370,2;117,5;0;42,6;62,9;54,9;20,6;18,8;6;2,5;44,4;anteilig geschätzt;Amt Viöl;
01054004;Ahrenviölfeld;176;165;164,5;62,3;0;29,3;23,7;15,8;2,4;6;4,1;3,3;17,6;anteilig geschätzt;Amt Viöl;
01054005;Alkersum;309;279,7;277,6;129,6;0;29,9;27,8;30,6;21,2;15,1;8,4;1,5;13,5;anteilig geschätzt;Amt Föhr-Amrum;
01054006;Almdorf;445;374;372,8;118,6;0;56,6;57,8;42,7;11,8;22,1;16,7;5,2;41,3;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054007;Arlewatt;285;257,5;256,4;90,4;0;31;33,7;30,3;15;19,3;9,4;1,4;25,9;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054009;Aventoft;349;295,9;293,3;66;0;49,6;45,4;47,8;16,3;13,6;8;0,7;45,9;anteilig geschätzt;Amt Südtondern;
01054010;Bargum;510;456,8;453,6;158,2;0;68,3;59,2;51,5;28,1;17,2;11,2;4;55,9;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054011;Behrendorf;454;412;410,1;158,9;0;48,2;81,3;27,4;20,8;21;11,1;4,6;36,8;anteilig geschätzt;Amt Viöl;
01054012;Bohmstedt;644;554;548,8;173,8;0;77,4;90,7;73,7;15,9;33,9;18;1,9;63,5;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054013;Bondelum;144;129,8;127,7;44,7;0;12,3;35,8;6;4,3;8,4;1,2;0,1;14,9;anteilig geschätzt;Amt Viöl;
01054014;Bordelum;1642;1426,7;1419;427,8;0;226,5;194,8;196,1;56,6;80,7;29,3;20,7;186,5;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054015;Borgsum;308;278,9;278,9;110;0;35,1;30,7;38,5;15,9;10,8;2,7;3,6;31,6;anteilig geschätzt;Amt Föhr-Amrum;Witsum
01054016;Bosbüll;172;150,3;149,1;49,1;0;23,9;19,2;28;7,1;3,5;3;0,2;15,1;anteilig geschätzt;Amt Südtondern;
01054017;Braderup;591;495,7;494;152,9;0;61,7;84,3;63,9;22,7;25,5;8,3;3;71,7;anteilig geschätzt;Amt Südtondern;Lexgaard
01054018;Bramstedtlund;176;154;152,8;48,1;0;22,6;20,6;10,6;10,3;3,7;2,2;1,3;33,4;anteilig geschätzt;Amt Südtondern;
01054019;Bredstedt, Stadt;4329;3334,2;3320,5;793,1;0;598,9;508,2;419,6;141,8;271,6;96;31,7;459,6;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054020;Breklum;1797;1579,9;1572,2;445,3;0;279,1;212,7;250,4;60,3;86,9;41,4;15,2;180,9;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054022;Dagebüll;769;643,5;638,3;178,2;0;107,5;101,8;90,8;23;37,1;19,3;3,8;76,8;anteilig geschätzt;Amt Südtondern;
01054023;Drage;535;451,2;450;125;0;77,8;62,9;51,6;27,7;22,3;10,2;11,8;60,7;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054024;Drelsdorf;1037;897,1;891,8;253,3;0;143,6;115,4;121,9;43,5;72,1;22,3;10,4;109,3;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054025;Dunsum;61;54,2;54,2;21,7;0;6,4;5,9;6,1;2,8;3,7;1,3;0,1;6,2;anteilig geschätzt;Amt Föhr-Amrum;
01054027;Ellhöft;78;65,8;65,7;15,5;0;5,3;12,1;11,4;0,8;2;2,7;1,2;14,7;anteilig geschätzt;Amt Südtondern;
01054032;Fresendelf;73;68;67;12,4;0;13,6;9,9;11,5;3,8;7,9;3,6;0,1;4,2;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054033;Friedrichstadt, Stadt;1996;1599;1582,2;407,4;0;306,3;288,9;171,8;52,2;96;51,8;6,6;201,2;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054034;Friedrich-Wilhelm-Lübke-Koog;129;111,4;111,2;45,6;0;13,6;15;18,7;1;5,4;2;1,2;8,7;anteilig geschätzt;Amt Südtondern;
01054035;Garding, Kirchspiel;283;237,6;237,5;73,7;0;26,8;31,7;40,8;14,7;12;3,4;2,4;32;anteilig geschätzt;Amt Eiderstedt und Stadt Tönning;
01054036;Garding, Stadt;2140;1698,1;1688,8;507,8;0;296,2;257,4;213,8;73,5;96,8;52,6;5,4;185,3;anteilig geschätzt;Amt Eiderstedt und Stadt Tönning;
01054037;Goldebek;284;257,6;257,5;73,2;0;30,3;50,1;29,9;7,4;14,8;4;1,4;46,4;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054038;Goldelund;341;306,8;305,7;99,8;0;31,7;58,9;44,3;9,1;17,8;11,5;2,7;29,9;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054041;Haselund;732;647,8;643,3;205,9;0;96,8;95,7;79,3;27,5;46,4;13,3;4,9;73,5;anteilig geschätzt;Amt Viöl;
01054042;Hattstedt;2148;1853,9;1847,9;547,2;0;342,7;303,2;214,6;79,9;110,5;55,7;9,6;184,5;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054043;Hattstedtermarsch;208;195,1;194;63,4;0;26,3;26,4;26,2;13,3;11,6;7,6;0,4;18,8;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054045;Högel;359;322,3;322,2;101,2;0;38,8;46,9;37,2;18,6;16,4;17,8;2,8;42,5;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054046;Hörnum (Sylt);655;541,6;538;183,8;0;81,2;64,3;67,4;49,2;30;22,3;4,4;35,4;anteilig geschätzt;Amt Landschaft Sylt;
01054048;Holm;74;70,5;70,4;18,8;0;7,1;7,7;8,2;4,9;6,3;0,9;1,2;15,3;anteilig geschätzt;Amt Südtondern;
01054052;Horstedt;615;550,3;545,2;192;0;78,8;76,8;66,8;22,8;21,3;15,6;2,7;68,4;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054054;Hude;168;151,1;150;40,6;0;28,5;30,5;20,4;4,4;10,7;2,6;0,4;11,9;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;Süderhöft
01054055;Humptrup;603;520,8;520,2;148,7;0;72,5;91,2;54,7;19,9;31,5;17,6;5,9;78,2;anteilig geschätzt;Amt Südtondern;
01054056;Husum, Stadt;18391;14712;14612;3521;0;2886;1986;2372;630;1157;453;63;1544;eigene Auszählung;;
01054057;Immenstedt;538;469,9;466,9;180,3;0;65,9;77,6;35,9;27,9;28,2;13,2;1,6;36,3;anteilig geschätzt;Amt Viöl;
01054059;Joldelund;664;569,1;566;155,7;0;88;92,5;71,2;28,7;29;20,6;11,2;69,1;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;Kolkerheide
01054061;Kampen (Sylt);406;343,5;343,1;151,5;0;45,7;26,7;40,9;34,4;10,5;8,7;0,3;24,4;anteilig geschätzt;Amt Landschaft Sylt;
01054062;Karlum;165;140,4;140,2;38,6;0;23,6;18;19,7;7;6,4;7;2,2;17,7;anteilig geschätzt;Amt Südtondern;
01054063;Katharinenheerd;139;124,5;124,5;37,3;0;28;15,6;13,7;5,6;6,4;2,8;0,1;15;anteilig geschätzt;Amt Eiderstedt und Stadt Tönning;
01054065;Klanxbüll;768;643,8;639,7;179,8;0;111,1;104,7;74,4;17,6;46,1;15;6,4;84,6;anteilig geschätzt;Amt Südtondern;
01054068;Klixbüll;788;693,7;690,8;168,3;0;112,4;105,9;103,7;31;40,3;24,5;3,3;101,4;anteilig geschätzt;Amt Südtondern;
01054070;Koldenbüttel;735;638,9;638,6;206,2;0;100;85,2;90,3;21,5;32,4;16,5;4,2;82,3;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054072;Kotzenbüll;149;130,3;129,2;36,8;0;26,8;15,1;20,5;6,9;6,6;4,9;0,1;11,5;anteilig geschätzt;Amt Eiderstedt und Stadt Tönning;
01054073;Ladelund;1147;948,2;945,1;293,4;0;151,7;128,7;95;37,9;53,6;25,3;11,5;148;anteilig geschätzt;Amt Südtondern;
01054074;Langeneß;114;104,9;104,9;32,4;0;23,9;10,6;21,5;2,1;5,4;1,6;0,3;7,1;anteilig geschätzt;Amt Pellworm;Gröde
01054075;Langenhorn;2726;2301,4;2286,4;638,2;0;387;338,2;303,8;97,5;140,3;67,8;22,2;291,4;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054076;Leck;5916;4608,2;4579,5;1191,7;0;802;808,8;544,9;158,8;300,6;164,2;32,4;576,1;anteilig geschätzt;Amt Südtondern;
01054078;List auf Sylt;1074;845,3;840,3;281,1;0;113,6;103,8;120,9;75,3;37,3;30;3,6;74,7;anteilig geschätzt;Amt Landschaft Sylt;
01054079;Löwenstedt;556;513,3;509;189,5;0;77,7;61,9;64,9;22,8;21,4;11,8;4,8;54,2;anteilig geschätzt;Amt Viöl;
01054080;Lütjenholm;263;241,4;241,3;63,6;0;36,1;42,6;27,8;10,5;20,1;8,1;1,5;31;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054083;Midlum;291;268,5;267,5;107,5;0;42,3;27;40,2;13,3;7,2;4,5;1,5;24;anteilig geschätzt;Amt Föhr-Amrum;
01054084;Mildstedt;3182;2769,5;2763,1;810,1;0;625,9;378,4;318,6;116,8;151,9;70,6;12,4;278,4;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054085;Nebel;780;672;671,8;197,4;0;116,5;60,4;148,8;26,4;43,8;19,7;6,4;52,4;anteilig geschätzt;Amt Föhr-Amrum;
01054086;Neukirchen;922;738,1;731;196,9;0;111;135,9;77,3;29;40,7;25,4;4,5;110,3;anteilig geschätzt;Amt Südtondern;
01054087;Nieblum;441;380,8;378,7;159,9;0;53,6;38,2;45,8;24;19,8;10,6;2,9;23,9;anteilig geschätzt;Amt Föhr-Amrum;
01054088;Niebüll, Stadt;7562;6040,3;6000,4;1481;0;1044,1;987,2;863,1;242,7;426;184,8;29,3;742,2;anteilig geschätzt;Amt Südtondern;
01054089;Norddorf auf Amrum;429;372,1;369;108,7;0;61,5;27,9;82,2;25,6;27,4;8,9;2;24,8;anteilig geschätzt;Amt Föhr-Amrum;
01054091;Nordstrand;1948;1714,8;1709,7;519,3;0;349,1;258,1;220,8;74,6;77,4;54,9;12,9;142,6;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;Elisabeth-Sophien-Koog
01054092;Norstedt;335;290,5;289,8;90,4;0;55,2;42,4;43,1;12,1;11;6,5;1,4;27,7;anteilig geschätzt;Amt Viöl;
01054093;Ockholm;264;238,8;237,7;67,6;0;35,6;34,8;37,1;10,1;13,8;2,5;3,7;32,5;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054094;Oevenum;361;304,5;303,4;120,8;0;39,5;34,1;33,4;22,4;13,3;11,5;7,5;20,9;anteilig geschätzt;Amt Föhr-Amrum;
01054095;Oldenswort;1099;953;949,5;277,4;0;150;164,1;97,2;60,1;57;28;6,1;109,6;anteilig geschätzt;Amt Eiderstedt und Stadt Tönning;Norderfriedrichskoog
01054096;Oldersbek;571;483,8;481,6;159;0;78,1;104,6;36,5;20;20,7;18,4;1,9;42,4;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054097;Olderup;334;290,6;288,5;106,9;0;31;33,3;40,4;14,7;14,1;9,9;0,5;37,7;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054098;Oldsum;417;364,6;364,5;133,2;0;55,2;50,1;44,9;19,3;19,1;6,9;3,7;32,1;anteilig geschätzt;Amt Föhr-Amrum;
01054099;Ostenfeld (Husum);1303;1158;1151,3;400,9;0;201,6;152,6;139,3;57,2;69,4;27,1;5,9;97,3;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054100;Osterhever;180;149,2;148;44,1;0;16,6;35;19;9,1;6,6;4,5;1,2;11,9;anteilig geschätzt;Amt Eiderstedt und Stadt Tönning;
01054101;Oster-Ohrstedt;513;449,8;445,7;132,7;0;64;105,3;37,8;26,2;22,5;11,4;1,6;44,2;anteilig geschätzt;Amt Viöl;
01054103;Pellworm;1072;935,1;932,1;339,6;0;167,1;88,4;157,5;34,9;60,6;18,4;6,7;58,9;anteilig geschätzt;Amt Pellworm;Hallig Hooge
01054104;Poppenbüll;193;176,3;176,1;41,9;0;24,6;33,6;26,7;13;8,4;7;2,3;18,6;anteilig geschätzt;Amt Eiderstedt und Stadt Tönning;
01054105;Ramstedt;446;384,9;380,7;120,3;0;73,3;55,6;40,8;13,1;24,7;7,8;1,7;43,4;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;Wisch
01054106;Rantrum;1552;1349,7;1343,9;395,5;0;263,4;245,8;138,6;55,8;68,5;45,9;6,4;124;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054108;Reußenköge;248;223,6;223,5;84;0;19,4;32,2;37,9;16,3;12;8,6;1,7;11,4;anteilig geschätzt;Amt Mittleres Nordfriesland und Gemeinde Reußenköge;
01054109;Risum-Lindholm;3172;2707,6;2691,7;753,8;0;495;322,8;313,2;111,3;190,2;87,1;29,6;388,7;anteilig geschätzt;Amt Südtondern;
01054110;Rodenäs;331;285,9;285,3;77;0;40,6;36,4;42,8;14,3;13,6;9;3,7;47,9;anteilig geschätzt;Amt Südtondern;
01054113;Sankt Peter-Ording;2878;2430,9;2421,4;753,6;0;428;285,6;395,4;155,1;130;63,9;12,7;197,1;anteilig geschätzt;Amt Eiderstedt und Stadt Tönning;
01054116;Schwabstedt;1092;921,4;919;260,5;0;143,6;164,5;109,1;52;51,5;39,5;6;92,3;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
01054118;Schwesing;763;684,9;677,9;197,2;0;118,6;102,2;92,7;23,8;41,3;20,3;4,2;77,6;anteilig geschätzt;Amt Viöl;
01054119;Seeth;512;433,6;427,4;112,1;0;88,9;79;40,1;21,2;20,9;10,5;1,9;52,8;anteilig geschätzt;Amt Nordsee-Treene und Stadt Friedrichstadt;
